,year,month,source_name,target_name,value
1766,2021,5,SG,Russia,4.0
1762,2021,5,Romania,Russia,3.0
1755,2021,5,MO,Russia,2.0
1758,2021,5,Norway,Russia,2.0
1761,2021,5,QA,Russia,2.0
1774,2021,5,VN,Russia,2.0
1729,2021,5,Denmark,Russia,1.0
1742,2021,5,Ireland,Russia,1.0
1748,2021,5,KE,Russia,1.0
1754,2021,5,MA,Russia,1.0
1764,2021,5,SA,Russia,1.0
1767,2021,5,Slovenia,Russia,1.0
1771,2021,5,Ukraine,Russia,1.0
1775,2021,5,ZA,Russia,1.0
1790,2021,6,Germany,Russia,114.0
1808,2021,6,Italy,Russia,49.0
1776,2021,6,UAE,Russia,46.0
1788,2021,6,Cyprus,Russia,44.0
1797,2021,6,France,Russia,44.0
1785,2021,6,Switzerland,Russia,38.0
1826,2021,6,Serbia,Russia,35.0
1815,2021,6,Latvia,Russia,34.0
1798,2021,6,United Kingdom,Russia,29.0
1836,2021,6,Uzbekistan,Russia,27.0
1832,2021,6,Turkey,Russia,26.0
1784,2021,6,Belarus,Russia,25.0
1795,2021,6,Spain,Russia,25.0
1778,2021,6,Austria,Russia,24.0
1819,2021,6,Netherlands,Russia,24.0
1796,2021,6,Finland,Russia,19.0
1835,2021,6,US,Russia,19.0
1805,2021,6,Israel,Russia,15.0
1800,2021,6,Greece,Russia,14.0
1822,2021,6,Poland,Russia,14.0
1781,2021,6,Belgium,Russia,13.0
1789,2021,6,Czech Republic,Russia,13.0
1811,2021,6,Kazakhstan,Russia,11.0
1794,2021,6,EG,Russia,9.0
1828,2021,6,Sweden,Russia,9.0
1801,2021,6,HK,Russia,8.0
1802,2021,6,Croatia,Russia,8.0
1803,2021,6,Hungary,Russia,8.0
1806,2021,6,IN,Russia,8.0
1813,2021,6,Lithuania,Russia,7.0
1829,2021,6,SG,Russia,7.0
1786,2021,6,China,Russia,6.0
1793,2021,6,Estonia,Russia,6.0
1824,2021,6,QA,Russia,4.0
1830,2021,6,Slovenia,Russia,4.0
1791,2021,6,Denmark,Russia,3.0
1809,2021,6,JP,Russia,3.0
1780,2021,6,BD,Russia,2.0
1816,2021,6,MA,Russia,2.0
1817,2021,6,MO,Russia,2.0
1831,2021,6,Slovakia,Russia,2.0
1782,2021,6,Bulgaria,Russia,1.0
1807,2021,6,Iceland,Russia,1.0
1812,2021,6,LB,Russia,1.0
1814,2021,6,Luxembourg,Russia,1.0
1820,2021,6,Norway,Russia,1.0
1825,2021,6,Romania,Russia,1.0
1827,2021,6,SA,Russia,1.0
1834,2021,6,Ukraine,Russia,1.0
1837,2021,6,VN,Russia,1.0
1851,2021,7,Germany,Russia,147.0
1895,2021,7,Turkey,Russia,98.0
1868,2021,7,Italy,Russia,72.0
1858,2021,7,France,Russia,70.0
1849,2021,7,Cyprus,Russia,43.0
1881,2021,7,Netherlands,Russia,40.0
1856,2021,7,Spain,Russia,37.0
1887,2021,7,Serbia,Russia,34.0
1876,2021,7,Latvia,Russia,31.0
1838,2021,7,UAE,Russia,30.0
1846,2021,7,Switzerland,Russia,30.0
1845,2021,7,Belarus,Russia,28.0
1897,2021,7,US,Russia,28.0
1839,2021,7,Austria,Russia,27.0
1898,2021,7,Uzbekistan,Russia,26.0
1843,2021,7,Bulgaria,Russia,19.0
1861,2021,7,HK,Russia,19.0
1857,2021,7,Finland,Russia,18.0
1862,2021,7,Croatia,Russia,17.0
1859,2021,7,United Kingdom,Russia,15.0
1883,2021,7,Poland,Russia,15.0
1888,2021,7,Sweden,Russia,15.0
1860,2021,7,Greece,Russia,13.0
1842,2021,7,Belgium,Russia,12.0
1869,2021,7,JP,Russia,11.0
1872,2021,7,Kazakhstan,Russia,11.0
1850,2021,7,Czech Republic,Russia,10.0
1854,2021,7,Estonia,Russia,8.0
1866,2021,7,IN,Russia,8.0
1877,2021,7,MA,Russia,8.0
1885,2021,7,QA,Russia,8.0
1855,2021,7,EG,Russia,7.0
1863,2021,7,Hungary,Russia,7.0
1882,2021,7,Norway,Russia,7.0
1886,2021,7,Romania,Russia,6.0
1865,2021,7,Israel,Russia,5.0
1874,2021,7,Lithuania,Russia,5.0
1847,2021,7,China,Russia,4.0
1852,2021,7,Denmark,Russia,4.0
1884,2021,7,Portugal,Russia,3.0
1890,2021,7,Slovenia,Russia,3.0
1864,2021,7,Ireland,Russia,2.0
1880,2021,7,Malta,Russia,2.0
1889,2021,7,SG,Russia,2.0
1844,2021,7,BH,Russia,1.0
1870,2021,7,KE,Russia,1.0
1875,2021,7,Luxembourg,Russia,1.0
1879,2021,7,MO,Russia,1.0
1891,2021,7,Slovakia,Russia,1.0
1894,2021,7,TH,Russia,1.0
1899,2021,7,VN,Russia,1.0
1913,2021,8,Germany,Russia,120.0
1955,2021,8,Turkey,Russia,112.0
1930,2021,8,Italy,Russia,67.0
1920,2021,8,France,Russia,45.0
1908,2021,8,Belarus,Russia,42.0
1911,2021,8,Cyprus,Russia,42.0
1918,2021,8,Spain,Russia,42.0
1942,2021,8,Netherlands,Russia,36.0
1900,2021,8,UAE,Russia,35.0
1937,2021,8,Latvia,Russia,35.0
1922,2021,8,Greece,Russia,30.0
1958,2021,8,US,Russia,30.0
1909,2021,8,Switzerland,Russia,26.0
1919,2021,8,Finland,Russia,24.0
1901,2021,8,Austria,Russia,22.0
1905,2021,8,Bulgaria,Russia,22.0
1921,2021,8,United Kingdom,Russia,18.0
1923,2021,8,HK,Russia,17.0
1948,2021,8,Serbia,Russia,16.0
1904,2021,8,Belgium,Russia,14.0
1924,2021,8,Croatia,Russia,14.0
1950,2021,8,Sweden,Russia,14.0
1944,2021,8,Poland,Russia,13.0
1933,2021,8,Kazakhstan,Russia,10.0
1946,2021,8,QA,Russia,10.0
1912,2021,8,Czech Republic,Russia,9.0
1925,2021,8,Hungary,Russia,9.0
1931,2021,8,JP,Russia,9.0
1927,2021,8,Israel,Russia,8.0
1943,2021,8,Norway,Russia,6.0
1951,2021,8,SG,Russia,6.0
1910,2021,8,China,Russia,5.0
1935,2021,8,Lithuania,Russia,5.0
1939,2021,8,MA,Russia,5.0
1945,2021,8,Portugal,Russia,5.0
1947,2021,8,Romania,Russia,5.0
1916,2021,8,Estonia,Russia,4.0
1934,2021,8,LB,Russia,4.0
1940,2021,8,MO,Russia,3.0
1914,2021,8,Denmark,Russia,2.0
1915,2021,8,DZ,Russia,2.0
1917,2021,8,EG,Russia,2.0
1928,2021,8,IN,Russia,2.0
1949,2021,8,SA,Russia,2.0
1954,2021,8,TH,Russia,2.0
1902,2021,8,Azerbaijan,Russia,1.0
1906,2021,8,BH,Russia,1.0
1907,2021,8,BR,Russia,1.0
1926,2021,8,Ireland,Russia,1.0
1938,2021,8,LY,Russia,1.0
1941,2021,8,Malta,Russia,1.0
1952,2021,8,Slovenia,Russia,1.0
1953,2021,8,Slovakia,Russia,1.0
1956,2021,8,TW,Russia,1.0
1960,2021,8,VN,Russia,1.0
1973,2021,9,Germany,Russia,115.0
2014,2021,9,Turkey,Russia,112.0
1967,2021,9,Belarus,Russia,67.0
1991,2021,9,Italy,Russia,48.0
1969,2021,9,Switzerland,Russia,41.0
1980,2021,9,France,Russia,39.0
1971,2021,9,Cyprus,Russia,34.0
1963,2021,9,Austria,Russia,32.0
1961,2021,9,UAE,Russia,31.0
1981,2021,9,United Kingdom,Russia,31.0
1983,2021,9,Greece,Russia,29.0
2001,2021,9,Netherlands,Russia,29.0
2016,2021,9,US,Russia,26.0
1978,2021,9,Spain,Russia,24.0
2007,2021,9,Serbia,Russia,20.0
1998,2021,9,Latvia,Russia,19.0
2003,2021,9,Poland,Russia,18.0
1964,2021,9,Belgium,Russia,16.0
1985,2021,9,Croatia,Russia,15.0
1972,2021,9,Czech Republic,Russia,14.0
1984,2021,9,HK,Russia,13.0
1988,2021,9,Israel,Russia,13.0
1979,2021,9,Finland,Russia,12.0
2008,2021,9,Sweden,Russia,11.0
1965,2021,9,Bulgaria,Russia,10.0
1989,2021,9,IN,Russia,10.0
2005,2021,9,QA,Russia,10.0
1986,2021,9,Hungary,Russia,9.0
1992,2021,9,JP,Russia,9.0
1970,2021,9,China,Russia,8.0
2010,2021,9,Slovenia,Russia,6.0
1976,2021,9,Estonia,Russia,4.0
1993,2021,9,KR,Russia,4.0
1996,2021,9,Lithuania,Russia,4.0
2002,2021,9,Norway,Russia,4.0
2004,2021,9,Portugal,Russia,4.0
1974,2021,9,Denmark,Russia,3.0
1987,2021,9,Ireland,Russia,3.0
1966,2021,9,BH,Russia,2.0
1999,2021,9,MO,Russia,2.0
2006,2021,9,Romania,Russia,2.0
2009,2021,9,SG,Russia,2.0
1962,2021,9,AR,Russia,1.0
1968,2021,9,CA,Russia,1.0
1975,2021,9,DZ,Russia,1.0
1995,2021,9,LB,Russia,1.0
1997,2021,9,Luxembourg,Russia,1.0
2013,2021,9,TH,Russia,1.0
2018,2021,9,VN,Russia,1.0
2033,2021,10,Germany,Russia,152.0
2073,2021,10,Turkey,Russia,144.0
2027,2021,10,Belarus,Russia,98.0
2019,2021,10,UAE,Russia,79.0
2051,2021,10,Italy,Russia,68.0
2061,2021,10,Netherlands,Russia,48.0
2031,2021,10,Cyprus,Russia,45.0
2041,2021,10,United Kingdom,Russia,38.0
2029,2021,10,Switzerland,Russia,37.0
2040,2021,10,France,Russia,37.0
2075,2021,10,US,Russia,32.0
2039,2021,10,Finland,Russia,31.0
2057,2021,10,Latvia,Russia,29.0
2021,2021,10,Austria,Russia,27.0
2042,2021,10,Greece,Russia,26.0
2046,2021,10,Hungary,Russia,21.0
2063,2021,10,Poland,Russia,21.0
2038,2021,10,Spain,Russia,20.0
2067,2021,10,Serbia,Russia,19.0
2032,2021,10,Czech Republic,Russia,18.0
2023,2021,10,Belgium,Russia,17.0
2048,2021,10,Israel,Russia,16.0
2044,2021,10,HK,Russia,13.0
2054,2021,10,Kazakhstan,Russia,13.0
2024,2021,10,Bulgaria,Russia,12.0
2065,2021,10,QA,Russia,11.0
2053,2021,10,KR,Russia,10.0
2030,2021,10,China,Russia,8.0
2049,2021,10,IN,Russia,8.0
2055,2021,10,Lithuania,Russia,8.0
2068,2021,10,Sweden,Russia,8.0
2052,2021,10,JP,Russia,7.0
2036,2021,10,Estonia,Russia,6.0
2045,2021,10,Croatia,Russia,6.0
2034,2021,10,Denmark,Russia,5.0
2062,2021,10,Norway,Russia,5.0
2069,2021,10,SG,Russia,5.0
2064,2021,10,Portugal,Russia,3.0
2047,2021,10,Ireland,Russia,2.0
2066,2021,10,Romania,Russia,2.0
2070,2021,10,Slovenia,Russia,2.0
2020,2021,10,AR,Russia,1.0
2022,2021,10,Azerbaijan,Russia,1.0
2025,2021,10,BH,Russia,1.0
2028,2021,10,CA,Russia,1.0
2056,2021,10,Luxembourg,Russia,1.0
2060,2021,10,MX,Russia,1.0
2071,2021,10,Slovakia,Russia,1.0
2094,2021,11,Germany,Russia,150.0
2133,2021,11,Turkey,Russia,134.0
2088,2021,11,Belarus,Russia,89.0
2112,2021,11,Italy,Russia,54.0
2079,2021,11,UAE,Russia,50.0
2090,2021,11,Switzerland,Russia,47.0
2100,2021,11,Finland,Russia,44.0
2101,2021,11,France,Russia,42.0
2092,2021,11,Cyprus,Russia,39.0
2081,2021,11,Austria,Russia,36.0
2099,2021,11,Spain,Russia,36.0
2102,2021,11,United Kingdom,Russia,36.0
2121,2021,11,Netherlands,Russia,35.0
2118,2021,11,Latvia,Russia,32.0
2127,2021,11,Serbia,Russia,29.0
2107,2021,11,Hungary,Russia,27.0
2114,2021,11,KR,Russia,24.0
2115,2021,11,Kazakhstan,Russia,22.0
2105,2021,11,HK,Russia,21.0
2109,2021,11,Israel,Russia,19.0
2135,2021,11,US,Russia,18.0
2104,2021,11,Greece,Russia,17.0
2123,2021,11,Poland,Russia,15.0
2106,2021,11,Croatia,Russia,12.0
2084,2021,11,Belgium,Russia,11.0
2085,2021,11,Bulgaria,Russia,9.0
2091,2021,11,China,Russia,9.0
2093,2021,11,Czech Republic,Russia,9.0
2125,2021,11,QA,Russia,8.0
2113,2021,11,JP,Russia,7.0
2116,2021,11,Lithuania,Russia,7.0
2128,2021,11,Sweden,Russia,6.0
2110,2021,11,IN,Russia,5.0
2130,2021,11,Slovenia,Russia,5.0
2124,2021,11,Portugal,Russia,4.0
2097,2021,11,Estonia,Russia,3.0
2122,2021,11,Norway,Russia,3.0
2126,2021,11,Romania,Russia,3.0
2086,2021,11,BH,Russia,2.0
2096,2021,11,DZ,Russia,2.0
2098,2021,11,EG,Russia,2.0
2103,2021,11,Georgia,Russia,2.0
2111,2021,11,Iceland,Russia,2.0
2117,2021,11,Luxembourg,Russia,2.0
2129,2021,11,SG,Russia,2.0
2131,2021,11,Slovakia,Russia,2.0
2082,2021,11,Azerbaijan,Russia,1.0
2089,2021,11,CA,Russia,1.0
2095,2021,11,Denmark,Russia,1.0
2119,2021,11,Malta,Russia,1.0
2120,2021,11,MX,Russia,1.0
2134,2021,11,Ukraine,Russia,1.0
2149,2021,12,Germany,Russia,157.0
2187,2021,12,Turkey,Russia,114.0
2143,2021,12,Belarus,Russia,60.0
2154,2021,12,France,Russia,51.0
2165,2021,12,Italy,Russia,48.0
2145,2021,12,Switzerland,Russia,45.0
2155,2021,12,United Kingdom,Russia,40.0
2175,2021,12,Netherlands,Russia,37.0
2152,2021,12,Spain,Russia,33.0
2153,2021,12,Finland,Russia,31.0
2137,2021,12,UAE,Russia,29.0
2139,2021,12,Austria,Russia,25.0
2160,2021,12,Hungary,Russia,25.0
2168,2021,12,Kazakhstan,Russia,25.0
2172,2021,12,Latvia,Russia,22.0
2147,2021,12,Cyprus,Russia,21.0
2189,2021,12,US,Russia,20.0
2158,2021,12,HK,Russia,17.0
2148,2021,12,Czech Republic,Russia,16.0
2162,2021,12,Israel,Russia,16.0
2167,2021,12,KR,Russia,15.0
2163,2021,12,IN,Russia,14.0
2177,2021,12,Poland,Russia,14.0
2146,2021,12,China,Russia,13.0
2181,2021,12,Serbia,Russia,13.0
2179,2021,12,QA,Russia,11.0
2182,2021,12,Sweden,Russia,10.0
2141,2021,12,Belgium,Russia,7.0
2142,2021,12,Bulgaria,Russia,7.0
2166,2021,12,JP,Russia,7.0
2157,2021,12,Greece,Russia,5.0
2159,2021,12,Croatia,Russia,4.0
2170,2021,12,Lithuania,Russia,4.0
2176,2021,12,Norway,Russia,4.0
2178,2021,12,Portugal,Russia,4.0
2183,2021,12,SG,Russia,4.0
2150,2021,12,Denmark,Russia,3.0
2151,2021,12,Estonia,Russia,3.0
2171,2021,12,Luxembourg,Russia,3.0
2174,2021,12,MX,Russia,3.0
2184,2021,12,Slovenia,Russia,3.0
2161,2021,12,Ireland,Russia,2.0
2169,2021,12,LB,Russia,2.0
2180,2021,12,Romania,Russia,2.0
2186,2021,12,TH,Russia,2.0
2140,2021,12,BD,Russia,1.0
2144,2021,12,CA,Russia,1.0
2156,2021,12,Georgia,Russia,1.0
2164,2021,12,Iceland,Russia,1.0
2173,2021,12,Malta,Russia,1.0
2188,2021,12,Ukraine,Russia,1.0
2192,2021,12,ZA,Russia,1.0
2205,2022,1,Germany,Russia,161.0
2193,2022,1,UAE,Russia,138.0
2251,2022,1,Turkey,Russia,129.0
2200,2022,1,Belarus,Russia,75.0
2212,2022,1,France,Russia,68.0
2224,2022,1,Italy,Russia,60.0
2201,2022,1,Switzerland,Russia,57.0
2210,2022,1,Spain,Russia,44.0
2213,2022,1,United Kingdom,Russia,41.0
2237,2022,1,Netherlands,Russia,36.0
2211,2022,1,Finland,Russia,35.0
2218,2022,1,Hungary,Russia,29.0
2195,2022,1,Austria,Russia,25.0
2240,2022,1,Poland,Russia,25.0
2232,2022,1,Latvia,Russia,24.0
2244,2022,1,Serbia,Russia,24.0
2215,2022,1,Greece,Russia,18.0
2204,2022,1,Czech Republic,Russia,16.0
2216,2022,1,HK,Russia,16.0
2197,2022,1,Belgium,Russia,15.0
2203,2022,1,Cyprus,Russia,15.0
2198,2022,1,Bulgaria,Russia,14.0
2227,2022,1,Kazakhstan,Russia,14.0
2221,2022,1,Israel,Russia,13.0
2254,2022,1,US,Russia,12.0
2226,2022,1,KR,Russia,11.0
2202,2022,1,China,Russia,10.0
2246,2022,1,Sweden,Russia,10.0
2217,2022,1,Croatia,Russia,9.0
2222,2022,1,IN,Russia,9.0
2242,2022,1,QA,Russia,9.0
2243,2022,1,Romania,Russia,6.0
2250,2022,1,TH,Russia,6.0
2206,2022,1,Denmark,Russia,5.0
2225,2022,1,JP,Russia,5.0
2238,2022,1,Norway,Russia,5.0
2247,2022,1,SG,Russia,5.0
2248,2022,1,Slovenia,Russia,5.0
2209,2022,1,Estonia,Russia,4.0
2241,2022,1,Portugal,Russia,4.0
2220,2022,1,Ireland,Russia,3.0
2231,2022,1,Luxembourg,Russia,3.0
2236,2022,1,MX,Russia,3.0
2256,2022,1,VN,Russia,2.0
2208,2022,1,DZ,Russia,1.0
2219,2022,1,ID,Russia,1.0
2228,2022,1,LB,Russia,1.0
2230,2022,1,Lithuania,Russia,1.0
2253,2022,1,Ukraine,Russia,1.0
2257,2022,2,UAE,Russia,128.0
2270,2022,2,Germany,Russia,126.0
2317,2022,2,Turkey,Russia,114.0
2264,2022,2,Belarus,Russia,74.0
2277,2022,2,France,Russia,47.0
2288,2022,2,Italy,Russia,44.0
2266,2022,2,Switzerland,Russia,42.0
2276,2022,2,Finland,Russia,37.0
2301,2022,2,Netherlands,Russia,36.0
2278,2022,2,United Kingdom,Russia,35.0
2296,2022,2,Latvia,Russia,33.0
2275,2022,2,Spain,Russia,28.0
2283,2022,2,Hungary,Russia,26.0
2259,2022,2,Austria,Russia,25.0
2291,2022,2,Kazakhstan,Russia,25.0
2285,2022,2,Israel,Russia,22.0
2290,2022,2,KR,Russia,22.0
2304,2022,2,Poland,Russia,21.0
2308,2022,2,Serbia,Russia,21.0
2268,2022,2,Cyprus,Russia,19.0
2262,2022,2,Bulgaria,Russia,15.0
2310,2022,2,Sweden,Russia,11.0
2306,2022,2,QA,Russia,10.0
2320,2022,2,US,Russia,9.0
2261,2022,2,Belgium,Russia,8.0
2269,2022,2,Czech Republic,Russia,8.0
2280,2022,2,Greece,Russia,8.0
2281,2022,2,HK,Russia,8.0
2289,2022,2,JP,Russia,8.0
2267,2022,2,China,Russia,7.0
2274,2022,2,Estonia,Russia,7.0
2307,2022,2,Romania,Russia,6.0
2282,2022,2,Croatia,Russia,5.0
2286,2022,2,IN,Russia,5.0
2294,2022,2,Lithuania,Russia,5.0
2305,2022,2,Portugal,Russia,5.0
2312,2022,2,Slovenia,Russia,5.0
2271,2022,2,Denmark,Russia,2.0
2287,2022,2,Iceland,Russia,2.0
2322,2022,2,VN,Russia,2.0
2260,2022,2,BD,Russia,1.0
2263,2022,2,BH,Russia,1.0
2265,2022,2,CA,Russia,1.0
2273,2022,2,DZ,Russia,1.0
2284,2022,2,Ireland,Russia,1.0
2292,2022,2,LB,Russia,1.0
2295,2022,2,Luxembourg,Russia,1.0
2300,2022,2,MX,Russia,1.0
2303,2022,2,NZ,Russia,1.0
2313,2022,2,Slovakia,Russia,1.0
2315,2022,2,SY,Russia,1.0
2323,2022,3,UAE,Russia,99.0
2383,2022,3,Turkey,Russia,95.0
2333,2022,3,Belarus,Russia,76.0
2376,2022,3,Serbia,Russia,19.0
2359,2022,3,Kazakhstan,Russia,12.0
2374,2022,3,QA,Russia,12.0
2353,2022,3,Israel,Russia,10.0
2354,2022,3,IN,Russia,3.0
2341,2022,3,DZ,Russia,2.0
2358,2022,3,KR,Russia,2.0
2329,2022,3,BD,Russia,1.0
2331,2022,3,Bulgaria,Russia,1.0
2332,2022,3,BH,Russia,1.0
2337,2022,3,Czech Republic,Russia,1.0
2342,2022,3,Estonia,Russia,1.0
2349,2022,3,HK,Russia,1.0
2356,2022,3,Italy,Russia,1.0
2357,2022,3,JP,Russia,1.0
2360,2022,3,LB,Russia,1.0
2365,2022,3,MA,Russia,1.0
2371,2022,3,PH,Russia,1.0
2381,2022,3,Slovakia,Russia,1.0
2386,2022,3,US,Russia,1.0
2440,2022,4,Turkey,Russia,80.0
2395,2022,4,Belarus,Russia,72.0
2389,2022,4,UAE,Russia,51.0
2434,2022,4,Serbia,Russia,8.0
2414,2022,4,Israel,Russia,7.0
2394,2022,4,BH,Russia,3.0
2408,2022,4,Georgia,Russia,3.0
2432,2022,4,QA,Russia,3.0
2420,2022,4,Kazakhstan,Russia,2.0
2397,2022,4,China,Russia,1.0
2400,2022,4,Germany,Russia,1.0
2402,2022,4,DZ,Russia,1.0
2415,2022,4,IN,Russia,1.0
2428,2022,4,Netherlands,Russia,1.0
2500,2022,5,Turkey,Russia,117.0
2453,2022,5,Belarus,Russia,95.0
2446,2022,5,UAE,Russia,68.0
2474,2022,5,Israel,Russia,12.0
2492,2022,5,QA,Russia,9.0
2494,2022,5,Serbia,Russia,7.0
2475,2022,5,IN,Russia,4.0
2468,2022,5,Georgia,Russia,3.0
2480,2022,5,KR,Russia,3.0
2461,2022,5,DZ,Russia,2.0
2452,2022,5,BH,Russia,1.0
2457,2022,5,Cyprus,Russia,1.0
2470,2022,5,HK,Russia,1.0
2471,2022,5,Croatia,Russia,1.0
2477,2022,5,Italy,Russia,1.0
2481,2022,5,Kazakhstan,Russia,1.0
2482,2022,5,Lithuania,Russia,1.0
2515,2022,6,Belarus,Russia,76.0
2507,2022,6,UAE,Russia,74.0
2563,2022,6,Turkey,Russia,72.0
2557,2022,6,Serbia,Russia,14.0
2555,2022,6,QA,Russia,5.0
2542,2022,6,Kazakhstan,Russia,4.0
2530,2022,6,Georgia,Russia,3.0
2536,2022,6,Israel,Russia,3.0
2537,2022,6,IN,Russia,3.0
2514,2022,6,BH,Russia,2.0
2521,2022,6,Germany,Russia,2.0
2511,2022,6,BD,Russia,1.0
2519,2022,6,Cyprus,Russia,1.0
2523,2022,6,DZ,Russia,1.0
2539,2022,6,Italy,Russia,1.0
2541,2022,6,KR,Russia,1.0
2553,2022,6,Poland,Russia,1.0
2569,2022,7,UAE,Russia,91.0
2576,2022,7,Belarus,Russia,87.0
2626,2022,7,Turkey,Russia,77.0
2618,2022,7,Serbia,Russia,8.0
2596,2022,7,Israel,Russia,6.0
2603,2022,7,Kazakhstan,Russia,5.0
2616,2022,7,QA,Russia,4.0
2578,2022,7,China,Russia,3.0
2597,2022,7,IN,Russia,3.0
2602,2022,7,KR,Russia,3.0
2575,2022,7,BH,Russia,2.0
2584,2022,7,DZ,Russia,2.0
2572,2022,7,BD,Russia,1.0
2577,2022,7,Switzerland,Russia,1.0
2580,2022,7,Cyprus,Russia,1.0
2599,2022,7,Italy,Russia,1.0
2624,2022,7,SY,Russia,1.0
2625,2022,7,TH,Russia,1.0
2639,2022,8,Belarus,Russia,114.0
2631,2022,8,UAE,Russia,99.0
2686,2022,8,Turkey,Russia,95.0
2679,2022,8,Serbia,Russia,16.0
2658,2022,8,Israel,Russia,13.0
2659,2022,8,IN,Russia,4.0
2663,2022,8,KR,Russia,4.0
2641,2022,8,China,Russia,3.0
2664,2022,8,Kazakhstan,Russia,3.0
2677,2022,8,QA,Russia,3.0
2637,2022,8,BH,Russia,2.0
2654,2022,8,HK,Russia,2.0
2685,2022,8,TH,Russia,2.0
2646,2022,8,DZ,Russia,1.0
2651,2022,8,France,Russia,1.0
2673,2022,8,Netherlands,Russia,1.0
2684,2022,8,Slovakia,Russia,1.0
2692,2022,9,UAE,Russia,93.0
2698,2022,9,Belarus,Russia,85.0
2745,2022,9,Turkey,Russia,79.0
2719,2022,9,Israel,Russia,13.0
2738,2022,9,Serbia,Russia,11.0
2697,2022,9,BH,Russia,6.0
2720,2022,9,IN,Russia,5.0
2736,2022,9,QA,Russia,5.0
2725,2022,9,Kazakhstan,Russia,3.0
2706,2022,9,DZ,Russia,2.0
2744,2022,9,TH,Russia,2.0
2701,2022,9,China,Russia,1.0
2704,2022,9,Germany,Russia,1.0
2712,2022,9,United Kingdom,Russia,1.0
2713,2022,9,Georgia,Russia,1.0
2715,2022,9,HK,Russia,1.0
2750,2022,10,UAE,Russia,116.0
2804,2022,10,Turkey,Russia,88.0
2758,2022,10,Belarus,Russia,69.0
2798,2022,10,Serbia,Russia,15.0
2796,2022,10,QA,Russia,8.0
2779,2022,10,Israel,Russia,6.0
2756,2022,10,BH,Russia,5.0
2803,2022,10,TH,Russia,4.0
2780,2022,10,IN,Russia,3.0
2785,2022,10,Kazakhstan,Russia,3.0
2775,2022,10,HK,Russia,2.0
2784,2022,10,KR,Russia,2.0
2757,2022,10,BR,Russia,1.0
2761,2022,10,China,Russia,1.0
2766,2022,10,DZ,Russia,1.0
2774,2022,10,GT,Russia,1.0
2792,2022,10,Netherlands,Russia,1.0
2810,2022,11,UAE,Russia,63.0
2864,2022,11,Turkey,Russia,59.0
2819,2022,11,Belarus,Russia,47.0
2840,2022,11,Israel,Russia,10.0
2858,2022,11,Serbia,Russia,8.0
2856,2022,11,QA,Russia,6.0
2863,2022,11,TH,Russia,6.0
2817,2022,11,BH,Russia,3.0
2834,2022,11,Georgia,Russia,2.0
2818,2022,11,BR,Russia,1.0
2827,2022,11,DZ,Russia,1.0
2846,2022,11,Kazakhstan,Russia,1.0
2852,2022,11,Netherlands,Russia,1.0
